,age,country,gender
5294,35.0,USA,f
5295,20.0,USA,m
5296,25.0,IND,m
5297,55,USA,f
5298,57,USA,m
5299,33,USA,f
5300,24.0,USA,f
5301,29,USA,m
5302,36.0,USA,m
5303,19,USA,m
5304,31.0,USA,m
5305,21.0,USA,f
5306,47.0,USA,m
5307,33,USA,m
5308,26,USA,m
5309,30,USA,f
5310,20.0,USA,f
5311,46.0,USA,m
5312,36,USA,f
5313,27,USA,m
5314,31,IND,m
5315,27.0,USA,f
5316,26.0,USA,f
5317,21,USA,m
5318,27.0,USA,m
5319,29,USA,m
5320,26,USA,f
5321,26.0,USA,f
5322,35,IND,m
5323,26.0,USA,f
5324,45,TTO,f
5325,33.0,USA,f
5326,30.0,USA,f
5327,27,USA,m
5328,22.0,USA,f
5329,27.0,USA,m
5330,28.0,USA,f
5331,56.0,IND,m
5332,27.0,USA,m
5333,27,USA,f
5334,30.0,USA,m
5335,71.0,USA,m
5336,52.0,USA,f
5337,35.0,USA,m
5338,23,USA,m
5339,19,GBR,m
5340,51,USA,f
5341,22.0,USA,f
5342,40,USA,f
5343,27,IND,f
5344,24,CAN,f
5345,42.0,GBR,f
5346,35,USA,f
5347,50.0,ESP,m
5348,34,USA,f
5349,20,USA,f
5350,31.0,USA,f
5351,27,USA,f
5352,29,USA,f
5353,30,USA,m
5354,25.0,USA,f
5355,34,USA,m
5356,37.0,USA,f
5357,45.0,USA,f
5358,29,USA,m
5359,20,USA,f
5360,39.0,USA,m
5361,26.0,USA,m
5362,25,IND,m
5363,27,USA,m
5364,32,USA,f
5365,41.0,USA,f
5366,23.0,USA,f
5367,40,USA,m
5368,40.0,USA,f
5369,33.0,USA,f
5370,38.0,USA,f
5371,20,USA,m
5372,31,USA,f
5373,36,USA,m
5374,21,USA,f
5375,32.0,USA,m
5376,33,USA,m
5377,23.0,USA,f
5378,31,MDA,f
5379,26,USA,m
5380,62.0,USA,m
5381,39,USA,f
5382,23,USA,f
5383,21,USA,f
5384,21.0,USA,m
5385,24.0,USA,f
5386,28.0,FIN,m
5387,50,USA,f
5388,38,USA,f
5389,22.0,USA,f
5390,34,USA,m
5391,37.0,USA,m
5392,21,USA,f
5393,30.0,USA,f
5394,38,USA,f
5395,25.0,USA,f
5396,21,USA,m
5397,26,USA,f
5398,22,USA,f
5399,41,USA,m
5400,44.0,USA,m
5401,33,USA,f
5402,25.0,USA,f
5403,38.0,USA,m
5404,25.0,IND,m
5405,31.0,USA,m
5406,24,USA,f
5407,51.0,USA,f
5408,50,USA,
5409,24.0,USA,f
5410,38.0,USA,f
5411,41,USA,m
5412,41,USA,f
5413,24.0,USA,m
5414,26.0,USA,f
5415,47.0,USA,m
5416,37,USA,f
5417,54,USA,f
5418,39.0,SRB,f
5419,35.0,USA,m
5420,42.0,USA,m
5421,46,USA,m
5422,29.0,USA,m
5423,22,USA,m
5424,34.0,USA,f
5425,53,USA,f
5426,35,USA,f
5427,32.0,USA,m
5428,25.0,USA,m
5429,33.0,USA,f
5430,20,IND,f
5431,49,USA,f
5432,31,USA,m
5433,39,USA,f
5434,25,USA,m
5435,26,USA,m
5436,21,USA,m
5437,38,USA,f
5438,31,USA,m
5439,29.0,USA,m
5440,19,USA,f
5441,32.0,IND,m
5442,45,USA,m
5443,,USA,m
5444,29,USA,m
5445,33.0,USA,m
5446,26,USA,f
5447,28.0,USA,f
5448,32.0,USA,f
5449,37.0,USA,m
5450,22,USA,m
5451,39,USA,f
5452,29.0,USA,m
5453,60.0,USA,m
5454,26.0,USA,m
5455,26.0,USA,f
5456,56,USA,f
5457,21,MAR,m
5458,21,USA,m
5459,30.0,USA,m
5460,26,USA,m
5461,18.0,USA,m
5462,28,USA,m
5463,34.0,USA,f
5464,31.0,USA,f
5465,23,USA,f
5466,31,USA,m
5467,27,USA,f
5468,25.0,USA,m
5469,30.0,USA,f
5470,31,IND,f
5471,31,IND,f
5472,36,USA,f
5473,29.0,USA,f
5474,34.0,,m
5475,30,USA,m
5476,67,USA,f
5477,54,USA,f
5478,25.0,USA,m
5479,23.0,USA,m
5480,42.0,IND,m
5481,27.0,USA,m
5482,22,IND,m
5483,20,USA,m
5484,36,USA,f
5485,25,USA,m
5486,50,USA,m
5487,43.0,USA,f
5488,43.0,USA,m
5489,27,USA,m
5490,24,USA,m
5491,27,USA,f
5492,19.0,USA,m
5493,30.0,CAN,m
5494,32,USA,f
5495,19.0,IND,m
5496,32.0,USA,m
5497,28,CAN,f
5498,31,USA,m
5499,23.0,USA,f
5500,28,USA,f
5501,55,USA,f
5502,24,USA,f
5503,23,USA,m
5504,51,USA,f
5505,27.0,USA,f
5506,21.0,USA,f
5507,45,USA,f
5508,43,USA,f
5509,23.0,IND,m
5510,25,USA,m
5511,26,USA,m
5512,28,IND,m
5513,32.0,USA,f
5514,20,USA,f
5515,36,USA,f
5516,24,USA,m
5517,34,USA,m
5518,18,USA,m
5519,46.0,USA,f
5520,33,USA,m
5521,20.0,USA,m
5522,34.0,USA,f
5523,43,USA,m
5524,27.0,USA,m
5525,25,USA,m
5526,26,USA,m
5527,35.0,USA,f
5528,21,USA,m
5529,28,AUS,m
5530,28,USA,f
5531,41,USA,m
5532,31.0,USA,f
5533,30,USA,m
5534,61,USA,f
5535,34,USA,f
5536,22,IND,m
5537,55.0,USA,f
5538,36.0,USA,f
5539,22,USA,m
5540,38,IND,m
5541,29,USA,f
5542,39.0,USA,m
5543,41.0,USA,m
5544,31,USA,f
5545,29.0,IND,m
5546,25,USA,f
5547,20,USA,f
5548,26,USA,m
5549,27.0,USA,f
5550,30.0,USA,m
5551,33,USA,m
5552,26.0,USA,f
5553,27,IND,m
5554,33.0,USA,f
5555,27,USA,f
5556,29,USA,f
5557,23.0,USA,m
5558,40.0,USA,m
5559,31,USA,m
5560,22,USA,m
5561,24,USA,m
5562,25,USA,m
5563,26.0,USA,m
5564,23.0,USA,m
5565,28.0,USA,f
5566,28,USA,m
5567,47.0,ISR,m
5568,33,IND,m
5569,29,USA,f
5570,34.0,USA,f
5571,31,USA,f
5572,19,USA,f
5573,28.0,USA,f
5574,30.0,USA,f
5575,49,USA,f
5576,53,USA,f
5577,26.0,USA,f
5578,24.0,USA,m
5579,38,IND,m
5580,39.0,USA,f
5581,26,USA,f
5582,35,USA,m
5583,51.0,USA,f
5584,40.0,USA,m
5585,26,LTU,m
5586,27,IND,m
5587,37.0,IND,f
5588,29,USA,f
5589,25,USA,m
5590,36.0,USA,f
5591,34,USA,f
5592,28.0,USA,f
5593,29.0,IND,m
5594,25,AFG,m
5595,22,USA,m
5596,36.0,USA,f
5597,53,USA,f
5598,33.0,USA,m
5599,28,USA,m
5600,34,USA,f
5601,25.0,IND,f
5602,25.0,USA,m
5603,29.0,USA,f
5604,56.0,USA,m
5605,23.0,USA,f
5606,26,USA,f
5607,29,USA,m
5608,29,USA,f
5609,25,USA,f
5610,46.0,USA,m
5611,30.0,USA,m
5612,33,USA,m
5613,33,USA,m
5614,28.0,USA,m
5615,25,USA,m
5616,30,USA,f
5617,32,USA,m
5618,25,USA,f
5619,25.0,USA,m
5620,57,USA,f
5621,25,USA,f
5622,21,USA,m
5623,74,IND,m
5624,36,USA,f
5625,49,USA,m
5626,21,USA,m
5627,29,USA,m
5628,22,USA,f
5629,40.0,USA,f
5630,21.0,USA,m
5631,29.0,USA,m
5632,27.0,USA,f
5633,25,USA,f
5634,28,IND,f
5635,34,USA,f
5636,25,ZAF,m
5637,35.0,USA,f
5638,35,USA,f
5639,54,USA,f
5640,20,USA,m
5641,22,USA,f
5642,30.0,USA,f
5643,21.0,USA,f
5644,33,USA,f
5645,31.0,FRA,m
5646,25,USA,m
5647,29,USA,m
5648,31,LVA,m
5649,20,USA,m
5650,36.0,USA,f
5651,41.0,USA,f
5652,36,USA,f
5653,47,USA,f
5654,22,USA,m
5655,23.0,USA,m
5656,36.0,USA,m
5657,25.0,USA,f
5658,34,USA,f
5659,23.0,USA,f
5660,61.0,USA,m
5661,59.0,USA,f
5662,35,USA,f
5663,23.0,USA,f
5664,30.0,USA,f
5665,24,USA,f
5666,26.0,USA,m
5667,51.0,USA,f
5668,39,USA,f
5669,24,USA,f
5670,35.0,USA,f
5671,36,USA,m
5672,18,IND,m
5673,50.0,USA,f
5674,27,USA,f
5675,42.0,USA,m
5676,25.0,USA,f
5677,33.0,USA,f
5678,21.0,USA,m
5679,23.0,USA,f
5680,28.0,USA,f
5681,41,USA,f
5682,44,IND,f
5683,21,USA,m
5684,28,USA,f
5685,23.0,USA,f
5686,39.0,USA,f
5687,28.0,USA,m
5688,39,USA,m
5689,34,USA,m
5690,22.0,USA,f
5691,30.0,USA,f
5692,56.0,USA,f
5693,60.0,USA,f
5694,44,USA,m
5695,26.0,USA,m
5696,24.0,USA,m
5697,29.0,USA,m
5698,22,USA,f
5699,22,USA,m
5700,23,USA,f
5701,58,USA,f
5702,27,USA,f
5703,27.0,USA,m
5704,38,USA,m
5705,30,USA,f
5706,40.0,NZL,f
5707,31,IND,m
5708,20,USA,m
5709,25,USA,f
5710,42,USA,f
5711,51,USA,m
5712,42.0,USA,m
5713,24,USA,m
5714,30.0,USA,m
5715,27.0,USA,f
5716,25,USA,m
5717,27,USA,f
5718,24,USA,m
5719,25,USA,f
5720,36,USA,f
5721,26,USA,m
5722,23,USA,m
5723,33,IND,m
5724,24,USA,f
5725,38.0,USA,f
5726,27.0,USA,m
5727,65,USA,f
5728,30.0,USA,m
5729,25,IND,m
5730,31.0,USA,f
5731,36,USA,f
5732,37.0,USA,m
5733,29,USA,f
5734,21,USA,f
5735,67,USA,f
5736,29,USA,f
5737,23.0,USA,m
5738,32.0,USA,f
5739,27.0,USA,m
5740,23,IND,m
5741,26.0,USA,m
5742,25,USA,f
5743,61.0,USA,f
5744,29.0,USA,m
5745,38,USA,m
5746,18.0,USA,m
5747,26,USA,m
5748,43,USA,f
5749,37,USA,f
5750,50,USA,f
5751,23,USA,m
5752,37.0,USA,m
5753,28.0,USA,m
5754,35,USA,f
5755,35.0,USA,m
5756,26,USA,f
5757,29.0,USA,f
5758,38,GBR,m
5759,23.0,USA,m
5760,19.0,USA,m
5761,27,MEX,m
5762,28,USA,f
5763,35.0,USA,f
5764,20.0,USA,m
5765,32.0,USA,f
5766,30.0,USA,f
5767,29,USA,f
5768,25.0,UMI,m
5769,,USA,m
5770,38,USA,m
5771,34.0,USA,f
5772,25,USA,m
5773,22,USA,f
5774,33,USA,m
5775,28,USA,f
5776,36.0,SGP,m
5777,35,USA,f
5778,44.0,,f
5779,50,USA,m
5780,52,USA,f
5781,30,USA,m
5782,35.0,USA,m
5783,30,USA,f
5784,49.0,USA,f
5785,37,USA,f
5786,29,USA,f
5787,32.0,USA,m
5788,18,USA,f
5789,26,USA,f
5790,23,USA,m
5791,32,USA,f
5792,30,USA,m
5793,23,IND,m
5794,31,USA,f
5795,30.0,USA,f
5796,30,USA,m
5797,59,USA,m
5798,33,MEX,m
5799,42.0,IND,m
5800,20,USA,m
5801,48.0,USA,f
5802,59.0,USA,f
5803,29,USA,m
5804,24,IND,m
5805,24,USA,f
5806,30.0,USA,f
5807,27.0,USA,f
5808,34.0,VEN,m
5809,26,USA,m
5810,27.0,CAN,m
5811,66,USA,m
5812,37.0,USA,f
5813,20,USA,m
5814,29.0,USA,f
5815,41.0,USA,f
5816,55,USA,f
5817,71.0,USA,f
5818,28.0,USA,f
5819,27.0,USA,f
5820,32.0,USA,f
5821,22,USA,o
5822,54,IND,m
5823,23.0,USA,m
5824,25.0,USA,m
5825,23,USA,f
5826,28.0,USA,f
5827,20,USA,m
5828,51,USA,f
5829,64.0,USA,f
5830,54.0,USA,m
5831,39.0,USA,m
5832,29,USA,f
5833,55.0,USA,f
5834,28,USA,f
5835,26.0,IRL,m
5836,38.0,USA,f
5837,28,USA,m
5838,39,USA,m
5839,30.0,USA,f
5840,26,USA,m
5841,33,USA,f
5842,26,USA,m
5843,26.0,USA,f
5844,30.0,USA,f
5845,25,USA,m
5846,69.0,USA,f
5847,35.0,USA,f
5848,30,USA,f
5849,27.0,USA,m
5850,32,USA,f
5851,27,USA,f
5852,26.0,USA,m
5853,55,USA,m
5854,55,USA,m
5855,46.0,USA,f
5856,47,,m
5857,34,USA,f
5858,31,PHL,m
5859,30,USA,m
5860,21.0,USA,f
5861,24.0,USA,m
5862,35,DEU,f
5863,30.0,USA,m
5864,29,USA,m
5865,27,USA,f
5866,29.0,USA,f
5867,29.0,USA,m
5868,44,USA,f
5869,31.0,USA,m
5870,25,USA,f
5871,24.0,USA,m
5872,34,USA,f
5873,37,USA,f
5874,30,USA,f
5875,42,USA,f
5876,24.0,USA,f
5877,39,USA,f
5878,51.0,USA,f
5879,22.0,,f
5880,27,USA,m
5881,23,IND,m
5882,29.0,BGR,m
5883,34.0,USA,f
5884,28.0,USA,f
5885,33.0,USA,m
5886,33,USA,f
5887,26,USA,f
5888,26.0,USA,m
5889,20.0,USA,f
5890,29.0,USA,f
5891,29,USA,f
5892,54,USA,f
5893,25,USA,f
5894,56,USA,f
5895,32.0,USA,m
5896,39,USA,m
5897,32,USA,f
5898,31,USA,m
5899,43,USA,m
5900,26.0,USA,f
5901,26.0,USA,m
5902,34.0,USA,f
5903,23.0,USA,f
5904,20.0,USA,m
5905,21,USA,m
5906,23.0,USA,f
5907,32,USA,m
5908,32,USA,f
5909,54.0,,m
5910,20.0,IND,f
5911,53,USA,f
5912,19.0,USA,m
5913,26.0,USA,f
5914,34.0,USA,m
5915,36.0,USA,f
5916,27.0,USA,m
5917,33,,m
5918,27.0,USA,m
5919,29,USA,m
5920,22,USA,m
5921,32,USA,m
5922,26,USA,m
5923,29.0,USA,m
5924,57,USA,f
5925,35,USA,m
5926,42.0,USA,f
5927,23,USA,o
5928,32,USA,m
5929,26.0,USA,m
5930,29.0,USA,m
5931,26.0,USA,m
5932,39.0,USA,f
5933,25.0,USA,m
5934,40,IND,m
5935,22,USA,f
5936,26,USA,f
5937,18,USA,f
5938,57.0,USA,f
5939,54,USA,f
5940,36.0,USA,f
5941,34,USA,m
5942,27.0,USA,f
5943,24,USA,f
5944,23,USA,f
5945,30,USA,f
5946,34,USA,f
5947,27,USA,f
5948,33.0,USA,f
5949,25,USA,f
5950,34.0,USA,f
5951,19.0,USA,f
5952,34,USA,m
5953,26.0,USA,m
5954,24,USA,m
5955,36.0,CAN,f
5956,23,USA,f
5957,27,USA,f
5958,28.0,,m
5959,32,USA,m
5960,37.0,USA,f
5961,17.0,USA,f
5962,32.0,USA,m
5963,53,USA,f
5964,66,USA,f
5965,27.0,USA,f
5966,46.0,USA,m
5967,38,USA,m
5968,36,USA,m
5969,34.0,USA,f
5970,34,USA,f
5971,33,USA,f
5972,64,USA,m
5973,24,USA,f
5974,40.0,USA,f
5975,65.0,USA,f
5976,24,USA,m
5977,25.0,IND,m
5978,22.0,USA,f
5979,34.0,USA,m
5980,25,USA,f
5981,54.0,,f
5982,25.0,USA,f
5983,23.0,USA,m
5984,29.0,USA,f
5985,34,USA,m
5986,30.0,USA,m
5987,29,USA,m
5988,19,USA,m
5989,36,USA,m
5990,27.0,USA,f
5991,27.0,USA,f
5992,38,USA,m
5993,38,USA,f
5994,24,USA,f
5995,39.0,USA,m
5996,25.0,USA,m
5997,30,USA,f
5998,28.0,USA,m
5999,44.0,USA,f
6000,26.0,IND,m
6001,36.0,USA,f
6002,60,USA,f
6003,36,USA,f
6004,37,USA,f
6005,40,ESP,f
6006,31.0,USA,m
6007,48,USA,f
6008,27,USA,m
6009,32,USA,m
6010,24,USA,m
6011,41,USA,m
6012,29.0,USA,m
6013,25.0,USA,f
6014,39,USA,f
6015,29.0,USA,f
6016,21,USA,m
6017,26,USA,m
6018,53.0,USA,m
6019,27,USA,m
6020,47,IND,m
6021,30.0,,m
6022,29.0,USA,m
6023,32,MEX,m
6024,50.0,GBR,m
6025,22,USA,m
6026,26,USA,m
6027,53.0,USA,f
6028,27,USA,f
6029,29,USA,f
6030,24.0,USA,f
6031,30.0,USA,f
6032,42,USA,f
6033,58.0,USA,f
6034,27,USA,f
6035,26.0,USA,m
6036,57,USA,f
6037,27,USA,f
6038,27.0,USA,f
6039,61.0,USA,f
6040,30.0,USA,m
6041,26.0,USA,m
6042,29,IND,m
6043,26,USA,f
6044,48,USA,f
6045,23.0,USA,m
6046,49,USA,m
6047,40.0,USA,m
6048,45.0,USA,m
6049,33.0,USA,m
6050,36.0,USA,f
6051,42,USA,f
6052,47,USA,m
6053,35,IND,f
6054,23.0,USA,f
6055,49.0,USA,f
6056,50,USA,f
6057,19.0,CAN,f
6058,18.0,USA,f
6059,55,USA,f
6060,24,USA,f
6061,32,USA,f
6062,51,USA,m
6063,,USA,m
6064,30,USA,f
6065,30,USA,m
6066,22,USA,f
6067,29,USA,f
6068,25,USA,m
6069,31.0,IND,f
6070,34,USA,m
6071,38.0,USA,m
6072,22.0,USA,f
6073,21.0,USA,f
6074,32,USA,f
6075,24,USA,m
6076,20.0,USA,f
6077,59,FRA,f
6078,30,USA,m
6079,23,USA,m
6080,29.0,USA,f
6081,57,USA,m
6082,39.0,USA,f
6083,62,USA,m
6084,36.0,USA,m
6085,30.0,USA,m
6086,40,USA,m
6087,27.0,USA,f
6088,25,USA,f
6089,40.0,USA,f
6090,47.0,USA,m
6091,49.0,USA,f
6092,19.0,USA,f
6093,25,USA,m
6094,22,USA,m
6095,30.0,USA,f
6096,36.0,USA,f
6097,20,USA,f
6098,30.0,USA,m
6099,45.0,USA,f
6100,54,USA,m
6101,26.0,USA,f
6102,33,USA,f
6103,25,USA,m
6104,,,
6105,31.0,USA,m
6106,32.0,USA,m
6107,36.0,USA,m
6108,,,
6109,22,USA,f
6110,27,USA,f
6111,25,USA,m
6112,34.0,USA,f
6113,27,USA,m
6114,23.0,USA,f
6115,26.0,USA,m
6116,28.0,USA,m
6117,52,USA,f
6118,35,USA,f
6119,52,USA,f
6120,53.0,USA,m
6121,26,USA,m
6122,24.0,USA,f
6123,27.0,USA,m
6124,25,USA,m
6125,33,USA,f
6126,32.0,IND,
6127,30,USA,f
6128,26.0,NGA,f
6129,18,USA,f
6130,28.0,IND,m
6131,37.0,USA,f
6132,39,USA,m
6133,23.0,USA,m
6134,30.0,USA,m
6135,30.0,USA,m
6136,26.0,USA,f
6137,23.0,NGA,m
6138,22.0,USA,f
6139,39,USA,m
6140,39.0,USA,m
6141,21,USA,f
6142,24.0,USA,m
6143,37,USA,f
6144,26,USA,f
6145,21.0,USA,m
6146,32,USA,f
6147,29,USA,f
6148,41,USA,f
6149,34.0,USA,m
6150,23.0,CAN,f
6151,53.0,USA,f
6152,18,USA,m
6153,40,USA,f
6154,43,USA,m
6155,25.0,USA,f
6156,24,USA,m
6157,35.0,USA,f
6158,23,USA,m
6159,37,USA,m
6160,41,USA,f
6161,43,USA,f
6162,26.0,USA,m
6163,32.0,IND,m
6164,43.0,USA,f
6165,27,USA,f
6166,46.0,USA,f
6167,31,GRC,f
6168,40.0,USA,f
6169,19.0,USA,m
6170,28.0,USA,m
6171,37,USA,f
6172,32,USA,f
6173,36.0,USA,m
6174,31,USA,f
6175,54,USA,f
6176,30,USA,f
6177,30,USA,m
6178,28,USA,m
6179,29.0,USA,f
6180,30,USA,m
6181,35.0,USA,m
6182,18.0,USA,f
6183,21.0,USA,m
6184,42,USA,m
6185,32.0,USA,f
6186,26,USA,m
6187,38,USA,m
6188,30.0,IND,m
6189,19,USA,f
6190,40,USA,f
6191,27,USA,m
6192,33,USA,m
6193,21.0,PHL,f
6194,33,USA,f
6195,42.0,,f
6196,44,IND,m
6197,35,USA,m
6198,37,USA,m
6199,43,USA,f
6200,38,USA,f
6201,47.0,USA,f
6202,29.0,USA,f
6203,41.0,USA,f
6204,26,USA,f
6205,34,USA,f
6206,55,USA,f
6207,35.0,USA,o
6208,27,USA,f
6209,42,USA,f
6210,21.0,USA,m
6211,27.0,USA,f
6212,29.0,IND,m
6213,31,USA,m
6214,40.0,USA,f
6215,34,USA,m
6216,23,USA,m
6217,29,USA,m
6218,25,USA,f
6219,31.0,USA,o
6220,44,,f
6221,20.0,USA,m
6222,54,USA,f
6223,31,USA,f
6224,32.0,,f
6225,35.0,USA,f
6226,25,USA,f
6227,46,USA,f
6228,27,USA,m
6229,32.0,IND,m
6230,27,USA,m
6231,27,IND,f
6232,38,USA,f
6233,26.0,USA,m
6234,26.0,USA,m
6235,36,USA,m
6236,19,USA,m
6237,41,USA,m
6238,59.0,USA,f
6239,20.0,USA,m
6240,27,USA,f
6241,19.0,KAZ,m
6242,36,USA,f
6243,25.0,USA,m
6244,23,USA,f
6245,34,IND,f
6246,25.0,USA,f
6247,32,USA,m
6248,29.0,USA,m
6249,33,USA,f
6250,28.0,USA,m
6251,30.0,USA,f
6252,,USA,
6253,55.0,USA,f
6254,31,USA,f
6255,36,USA,m
6256,40,USA,m
6257,26.0,USA,f
6258,31,IND,f
6259,40.0,USA,f
6260,30,USA,f
6261,33.0,USA,f
6262,23,USA,f
6263,26,USA,f
6264,33.0,USA,f
6265,26,IND,m
6266,37,USA,f
6267,39.0,USA,f
6268,28.0,USA,m
6269,53,USA,f
6270,21.0,USA,f
6271,56,USA,f
6272,58,USA,f
6273,53.0,USA,f
6274,29,USA,m
6275,22.0,USA,f
6276,52.0,USA,m
6277,30.0,USA,f
6278,23.0,USA,f
6279,39.0,USA,m
6280,29.0,USA,m
6281,33.0,USA,f
6282,34,IND,m
6283,60,USA,m
6284,29.0,USA,m
6285,28.0,USA,m
6286,33,NOR,f
6287,30.0,USA,f
6288,35,USA,m
6289,25.0,USA,f
6290,59,USA,f
6291,25.0,USA,m
6292,33,USA,f
6293,27,USA,f
6294,58,USA,f
6295,68,,f
6296,41,USA,m
6297,27.0,USA,m
6298,21,USA,f
6299,38,USA,f
6300,25.0,IND,m
6301,37,USA,m
6302,20,USA,f
6303,36.0,USA,m
6304,36.0,USA,f
6305,27,KEN,m
6306,33,USA,f
6307,66,USA,f
6308,23.0,USA,m
6309,28.0,USA,m
6310,32,USA,f
6311,41,USA,m
6312,23,USA,m
6313,21.0,USA,f
6314,26,USA,f
6315,33,USA,f
6316,30.0,BGD,m
6317,29.0,USA,m
6318,25,IND,m
6319,57,USA,
6320,26.0,USA,m
6321,37,USA,f
6322,28,USA,f
6323,33.0,USA,m
6324,23,USA,m
6325,24.0,USA,m
6326,21.0,USA,f
6327,25,USA,m
6328,55.0,USA,m
6329,21.0,USA,m
6330,34.0,IND,m
6331,27,USA,m
6332,26,USA,m
6333,51.0,USA,m
6334,42.0,IND,f
6335,32.0,TUR,m
6336,27,USA,f
6337,22,USA,f
6338,34,IND,m
6339,37,USA,m
6340,32,USA,f
6341,69,USA,m
6342,22.0,USA,f
6343,26,USA,f
6344,32.0,USA,m
6345,38,USA,f
6346,29,USA,m
6347,56,USA,f
6348,28.0,USA,m
6349,60,USA,f
6350,41,USA,f
6351,19.0,USA,m
6352,29,USA,f
6353,30.0,USA,m
6354,42.0,USA,m
6355,23.0,USA,m
6356,56.0,USA,f
6357,39,USA,m
6358,40,USA,f
6359,21.0,USA,m
6360,31,USA,f
6361,28,USA,f
6362,32.0,USA,f
6363,22.0,USA,m
6364,40,USA,f
6365,23.0,USA,m
6366,26,USA,m
6367,44,USA,f
6368,28,USA,m
6369,34,USA,f
6370,26,USA,f
6371,26,IND,m
6372,38.0,IND,f
6373,19.0,USA,f
6374,33.0,USA,f
6375,29.0,IND,f
6376,33,USA,f
6377,33.0,USA,m
6378,26,USA,f
6379,49.0,USA,m
6380,33.0,USA,m
6381,37.0,USA,m
6382,53,USA,f
6383,27,USA,f
6384,26.0,ITA,m
6385,41,USA,f
6386,21.0,USA,m
6387,51,USA,f
6388,37,USA,f
6389,34.0,USA,m
6390,37.0,USA,m
6391,50.0,USA,f
6392,31.0,USA,f
6393,32.0,USA,m
6394,95,USA,f
6395,35,USA,f
6396,36,USA,f
6397,25,USA,f
6398,27.0,USA,f
6399,30,USA,f
6400,33.0,IND,f
6401,33,USA,f
6402,48,USA,m
6403,55,USA,f
6404,22,USA,m
6405,33.0,USA,f
6406,27,USA,f
6407,32.0,USA,f
6408,23.0,USA,f
6409,20.0,USA,f
6410,26.0,USA,m
6411,43,USA,m
6412,30,USA,f
6413,33,USA,m
6414,21,USA,m
6415,68.0,USA,m
6416,23.0,,f
6417,47,IND,f
6418,28,USA,f
6419,36,USA,m
6420,37.0,USA,m
6421,29.0,USA,m
6422,52.0,USA,f
6423,52,USA,f
6424,43.0,USA,m
6425,43.0,USA,f
6426,57,USA,f
6427,37,USA,f
6428,35.0,USA,m
6429,51,USA,f
6430,28.0,USA,m
6431,30,USA,f
6432,44.0,USA,f
6433,19.0,USA,m
6434,30.0,USA,f
6435,36,USA,f
6436,39,USA,m
6437,35.0,USA,m
6438,47,USA,m
6439,28,USA,f
6440,38,USA,f
6441,31.0,USA,f
6442,23.0,USA,f
6443,33,USA,f
6444,26.0,USA,f
6445,28.0,USA,m
6446,20.0,USA,m
6447,61,USA,f
6448,30,USA,f
6449,26.0,USA,f
6450,19.0,USA,f
6451,31,USA,m
6452,32.0,USA,f
6453,36,USA,f
6454,25,USA,f
6455,47.0,IND,f
6456,29,USA,f
6457,23,USA,f
6458,39.0,USA,f
6459,28,USA,f
6460,60.0,USA,f
6461,23,USA,f
6462,40.0,USA,f
6463,34,USA,f
6464,22.0,USA,m
6465,23.0,USA,f
6466,38,USA,f
6467,25.0,BRA,f
6468,25.0,USA,m
6469,32,USA,f
6470,32.0,USA,f
6471,32,USA,m
6472,32,USA,f
6473,39,USA,f
6474,36,USA,f
6475,19,MYS,m
6476,37,USA,f
6477,28.0,USA,f
6478,60.0,USA,f
6479,28,USA,m
6480,64,USA,m
6481,28,CAN,
6482,40.0,USA,m
6483,26.0,USA,f
6484,36.0,USA,f
6485,56.0,USA,m
6486,18.0,USA,f
6487,36.0,USA,m
6488,31,USA,m
6489,25,USA,f
6490,24.0,USA,m
6491,25.0,USA,f
6492,68,USA,f
6493,27.0,USA,m
6494,33,USA,m
6495,20.0,USA,m
6496,26,VEN,m
6497,37,USA,f
6498,25,USA,m
6499,20,USA,m
6500,30.0,USA,m
6501,28,USA,f
6502,31.0,USA,f
6503,39.0,USA,m
6504,23,USA,f
6505,34,USA,f
6506,32,USA,f
6507,32,USA,m
6508,23,USA,f
6509,26,USA,f
6510,30,USA,f
6511,32.0,USA,f
6512,27.0,USA,f
6513,20,USA,f
6514,34.0,USA,m
6515,28,USA,f
6516,46,USA,m
6517,19,USA,m
6518,27,USA,m
6519,36.0,USA,f
6520,18,USA,m
6521,61,USA,f
6522,22.0,USA,m
6523,38.0,USA,f
6524,20,USA,f
6525,26,USA,m
6526,24,USA,m
6527,38,USA,m
6528,34.0,AUS,f
6529,29.0,USA,f
6530,23,USA,m
6531,22.0,USA,m
6532,38.0,USA,f
6533,32,USA,m
6534,36.0,USA,m
6535,31.0,USA,f
6536,27.0,MEX,f
6537,38,IND,f
6538,28.0,USA,f
6539,23.0,USA,f
6540,41,USA,f
6541,43,USA,m
6542,26,USA,f
6543,38,USA,m
6544,37.0,USA,f
6545,47.0,USA,m
6546,35.0,USA,m
6547,26,USA,f
6548,25,USA,f
6549,44,PHL,m
6550,21.0,IND,m
6551,25,USA,m
6552,51,USA,f
6553,23,USA,m
6554,20,IND,m
6555,36.0,USA,f
6556,25,USA,f
6557,22,USA,m
6558,24.0,USA,m
6559,48.0,USA,m
6560,25,USA,m
6561,38.0,USA,m
6562,20,USA,m
6563,27,USA,m
6564,37,USA,m
6565,38.0,USA,f
6566,21,USA,f
6567,41,USA,f
6568,28,VEN,m
6569,32,USA,f
6570,22,USA,m
6571,35,USA,f
6572,20,USA,m
6573,24.0,USA,m
6574,30.0,USA,f
6575,29,CZE,f
